task,k_shot,seed,repeat,feature_mode,src_tail_weight,hash_disjoint,group_disjoint,target_available_after_hash_class0,target_available_after_hash_class1,target_excluded_hash_overlap_class0,target_excluded_hash_overlap_class1,support_count,query_count,query_count_class0,query_count_class1,support_groups,query_groups,hash_drop_side,hash_drop_side_requested,source_initial_count,source_after_hash_count,target_source_hash_overlap_raw,method,acc,f1,auc,pd_at_pfa_0.05,pd_at_pfa_0.01,pd_tc,pfa_tc,threshold_tc
open+speedboat->uuv,10,2027,9,logmel,0.0,True,False,2000,902,0,0,20,1000,500,500,19,83,source,source,15948,11537,2695,RegMahaProxy-TC,0.667,0.7363420427553444,0.7679279999999999,0.226,0.104,0.93,0.596,-9.239701843261718
open+speedboat->uuv,20,2027,0,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,28,83,source,source,15948,11537,2695,CE-Proto,0.566,0.609009009009009,0.645724,0.216,0.08,,,
open+speedboat->uuv,20,2027,0,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,28,83,source,source,15948,11537,2695,CE-LinearHead,0.769,0.752411575562701,0.857416,0.51,0.354,,,
open+speedboat->uuv,20,2027,0,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,28,83,source,source,15948,11537,2695,CosMetricHead,0.807,0.8044579533941236,0.8779399999999999,0.518,0.41,,,
open+speedboat->uuv,20,2027,0,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,28,83,source,source,15948,11537,2695,RegMahaProxy-TC,0.702,0.7413194444444444,0.8176519999999998,0.448,0.334,0.854,0.45,0.8100875854492212
open+speedboat->uuv,20,2027,1,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,84,source,source,15948,11537,2695,CE-Proto,0.614,0.6559714795008913,0.7221839999999999,0.374,0.276,,,
open+speedboat->uuv,20,2027,1,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,84,source,source,15948,11537,2695,CE-LinearHead,0.74,0.6997690531177829,0.8079639999999999,0.494,0.302,,,
open+speedboat->uuv,20,2027,1,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,84,source,source,15948,11537,2695,CosMetricHead,0.749,0.6950182260024301,0.842324,0.5,0.344,,,
open+speedboat->uuv,20,2027,1,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,84,source,source,15948,11537,2695,RegMahaProxy-TC,0.762,0.7541322314049587,0.8358760000000001,0.492,0.28,0.73,0.206,-0.9109416961669922
open+speedboat->uuv,20,2027,2,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,28,85,source,source,15948,11537,2695,CE-Proto,0.558,0.6081560283687943,0.6145120000000001,0.152,0.046,,,
open+speedboat->uuv,20,2027,2,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,28,85,source,source,15948,11537,2695,CE-LinearHead,0.752,0.7615384615384615,0.828672,0.386,0.18,,,
open+speedboat->uuv,20,2027,2,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,28,85,source,source,15948,11537,2695,CosMetricHead,0.751,0.7675070028011205,0.8229000000000001,0.344,0.134,,,
open+speedboat->uuv,20,2027,2,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,28,85,source,source,15948,11537,2695,RegMahaProxy-TC,0.766,0.7880434782608695,0.8543999999999999,0.458,0.282,0.87,0.338,-1.6572620391845694
open+speedboat->uuv,20,2027,3,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,86,source,source,15948,11537,2695,CE-Proto,0.541,0.6228430566967954,0.59094,0.128,0.05,,,
open+speedboat->uuv,20,2027,3,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,86,source,source,15948,11537,2695,CE-LinearHead,0.687,0.7033175355450237,0.77002,0.426,0.278,,,
open+speedboat->uuv,20,2027,3,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,86,source,source,15948,11537,2695,CosMetricHead,0.692,0.7220216606498195,0.782904,0.392,0.306,,,
open+speedboat->uuv,20,2027,3,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,86,source,source,15948,11537,2695,RegMahaProxy-TC,0.72,0.7590361445783133,0.8346039999999999,0.434,0.28,0.882,0.442,-3.459670639038086
open+speedboat->uuv,20,2027,4,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,29,87,source,source,15948,11537,2695,CE-Proto,0.548,0.6208053691275168,0.5831959999999999,0.164,0.074,,,
open+speedboat->uuv,20,2027,4,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,29,87,source,source,15948,11537,2695,CE-LinearHead,0.704,0.6789587852494577,0.77576,0.366,0.194,,,
open+speedboat->uuv,20,2027,4,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,29,87,source,source,15948,11537,2695,CosMetricHead,0.712,0.7176470588235294,0.778604,0.4,0.192,,,
open+speedboat->uuv,20,2027,4,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,29,87,source,source,15948,11537,2695,RegMahaProxy-TC,0.738,0.722457627118644,0.820256,0.464,0.246,0.682,0.206,-0.45118103027343726
open+speedboat->uuv,20,2027,5,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,85,source,source,15948,11537,2695,CE-Proto,0.593,0.6310063463281959,0.6963239999999999,0.292,0.152,,,
open+speedboat->uuv,20,2027,5,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,85,source,source,15948,11537,2695,CE-LinearHead,0.787,0.7824310520939735,0.864716,0.45,0.314,,,
open+speedboat->uuv,20,2027,5,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,85,source,source,15948,11537,2695,CosMetricHead,0.768,0.7661290322580645,0.8565679999999999,0.414,0.17,,,
open+speedboat->uuv,20,2027,5,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,85,source,source,15948,11537,2695,RegMahaProxy-TC,0.772,0.797153024911032,0.8753519999999999,0.428,0.226,0.896,0.352,-0.3979927062988279
open+speedboat->uuv,20,2027,6,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,25,85,source,source,15948,11537,2695,CE-Proto,0.555,0.5891043397968606,0.622644,0.176,0.08,,,
open+speedboat->uuv,20,2027,6,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,25,85,source,source,15948,11537,2695,CE-LinearHead,0.771,0.7656090071647902,0.816392,0.49,0.308,,,
open+speedboat->uuv,20,2027,6,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,25,85,source,source,15948,11537,2695,CosMetricHead,0.755,0.76374156219865,0.837896,0.55,0.286,,,
open+speedboat->uuv,20,2027,6,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,25,85,source,source,15948,11537,2695,RegMahaProxy-TC,0.72,0.7491039426523297,0.806608,0.332,0.13,0.836,0.396,-5.367361450195313
open+speedboat->uuv,20,2027,7,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,84,source,source,15948,11537,2695,CE-Proto,0.583,0.6163753449862005,0.663964,0.194,0.086,,,
open+speedboat->uuv,20,2027,7,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,84,source,source,15948,11537,2695,CE-LinearHead,0.747,0.7399794450154162,0.8141280000000001,0.46,0.302,,,
open+speedboat->uuv,20,2027,7,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,84,source,source,15948,11537,2695,CosMetricHead,0.727,0.6949720670391062,0.8137,0.42,0.336,,,
open+speedboat->uuv,20,2027,7,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,84,source,source,15948,11537,2695,RegMahaProxy-TC,0.738,0.7569573283858998,0.841252,0.552,0.346,0.816,0.34,-2.1031341552734366
open+speedboat->uuv,20,2027,8,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,89,source,source,15948,11537,2695,CE-Proto,0.539,0.6193228736581338,0.5964720000000001,0.142,0.062,,,
open+speedboat->uuv,20,2027,8,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,89,source,source,15948,11537,2695,CE-LinearHead,0.734,0.7555147058823529,0.8302,0.488,0.258,,,
open+speedboat->uuv,20,2027,8,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,89,source,source,15948,11537,2695,CosMetricHead,0.751,0.7700831024930748,0.8467639999999999,0.532,0.316,,,
open+speedboat->uuv,20,2027,8,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,27,89,source,source,15948,11537,2695,RegMahaProxy-TC,0.72,0.7582037996545768,0.84536,0.484,0.2,0.878,0.438,-2.3173614501953113
open+speedboat->uuv,20,2027,9,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,29,87,source,source,15948,11537,2695,CE-Proto,0.551,0.6217354675652906,0.607966,0.154,0.064,,,
open+speedboat->uuv,20,2027,9,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,29,87,source,source,15948,11537,2695,CE-LinearHead,0.703,0.6775244299674267,0.780076,0.434,0.314,,,
open+speedboat->uuv,20,2027,9,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,29,87,source,source,15948,11537,2695,CosMetricHead,0.701,0.6567164179104478,0.781844,0.376,0.288,,,
open+speedboat->uuv,20,2027,9,logmel,0.0,True,False,2000,902,0,0,40,1000,500,500,29,87,source,source,15948,11537,2695,RegMahaProxy-TC,0.705,0.7276084949215144,0.81406,0.488,0.28,0.788,0.378,-2.104157447814941
open+speedboat->uuv,50,2027,0,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,45,86,source,source,15948,11537,2695,CE-Proto,0.563,0.6122448979591837,0.64388,0.192,0.078,,,
open+speedboat->uuv,50,2027,0,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,45,86,source,source,15948,11537,2695,CE-LinearHead,0.726,0.7186858316221766,0.8176,0.498,0.316,,,
open+speedboat->uuv,50,2027,0,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,45,86,source,source,15948,11537,2695,CosMetricHead,0.739,0.7371601208459214,0.828072,0.436,0.284,,,
open+speedboat->uuv,50,2027,0,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,45,86,source,source,15948,11537,2695,RegMahaProxy-TC,0.802,0.7824175824175824,0.8966639999999999,0.584,0.406,0.712,0.108,-0.4642443656921391
open+speedboat->uuv,50,2027,1,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,41,87,source,source,15948,11537,2695,CE-Proto,0.555,0.6065428824049514,0.649576,0.226,0.082,,,
open+speedboat->uuv,50,2027,1,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,41,87,source,source,15948,11537,2695,CE-LinearHead,0.77,0.760914760914761,0.846724,0.454,0.358,,,
open+speedboat->uuv,50,2027,1,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,41,87,source,source,15948,11537,2695,CosMetricHead,0.787,0.7921951219512195,0.859236,0.442,0.32,,,
open+speedboat->uuv,50,2027,1,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,41,87,source,source,15948,11537,2695,RegMahaProxy-TC,0.785,0.7650273224043715,0.877784,0.48,0.384,0.7,0.13,1.07572498321533
open+speedboat->uuv,50,2027,2,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,44,86,source,source,15948,11537,2695,CE-Proto,0.537,0.6059574468085106,0.5933439999999999,0.174,0.096,,,
open+speedboat->uuv,50,2027,2,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,44,86,source,source,15948,11537,2695,CE-LinearHead,0.747,0.728249194414608,0.8046880000000001,0.512,0.394,,,
open+speedboat->uuv,50,2027,2,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,44,86,source,source,15948,11537,2695,CosMetricHead,0.725,0.7252747252747253,0.80046,0.546,0.382,,,
open+speedboat->uuv,50,2027,2,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,44,86,source,source,15948,11537,2695,RegMahaProxy-TC,0.809,0.8056968463886063,0.872328,0.592,0.412,0.792,0.174,0.8839878082275391
open+speedboat->uuv,50,2027,3,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,50,84,source,source,15948,11537,2695,CE-Proto,0.569,0.6215978928884986,0.652908,0.222,0.094,,,
open+speedboat->uuv,50,2027,3,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,50,84,source,source,15948,11537,2695,CE-LinearHead,0.778,0.7730061349693251,0.855096,0.534,0.39,,,
open+speedboat->uuv,50,2027,3,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,50,84,source,source,15948,11537,2695,CosMetricHead,0.799,0.7942681678607983,0.863472,0.538,0.336,,,
open+speedboat->uuv,50,2027,3,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,50,84,source,source,15948,11537,2695,RegMahaProxy-TC,0.826,0.8125,0.8982479999999999,0.63,0.448,0.754,0.102,1.0406453132629387
open+speedboat->uuv,50,2027,4,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,50,85,source,source,15948,11537,2695,CE-Proto,0.56,0.5895522388059702,0.620252,0.156,0.078,,,
open+speedboat->uuv,50,2027,4,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,50,85,source,source,15948,11537,2695,CE-LinearHead,0.76,0.7435897435897436,0.8400680000000001,0.51,0.362,,,
open+speedboat->uuv,50,2027,4,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,50,85,source,source,15948,11537,2695,CosMetricHead,0.796,0.7943548387096774,0.859652,0.508,0.332,,,
open+speedboat->uuv,50,2027,4,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,50,85,source,source,15948,11537,2695,RegMahaProxy-TC,0.789,0.7733619763694952,0.8777159999999999,0.586,0.374,0.72,0.142,1.279226684570312
open+speedboat->uuv,50,2027,5,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,44,81,source,source,15948,11537,2695,CE-Proto,0.595,0.6287809349220899,0.6995640000000001,0.296,0.15,,,
open+speedboat->uuv,50,2027,5,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,44,81,source,source,15948,11537,2695,CE-LinearHead,0.77,0.7532188841201717,0.8736839999999999,0.536,0.454,,,
open+speedboat->uuv,50,2027,5,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,44,81,source,source,15948,11537,2695,CosMetricHead,0.808,0.8048780487804879,0.8884319999999999,0.554,0.408,,,
open+speedboat->uuv,50,2027,5,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,44,81,source,source,15948,11537,2695,RegMahaProxy-TC,0.831,0.8273748723186926,0.9193520000000001,0.612,0.434,0.81,0.148,1.8112888336181638
open+speedboat->uuv,50,2027,6,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,46,86,source,source,15948,11537,2695,CE-Proto,0.566,0.6377295492487479,0.6182799999999999,0.17,0.066,,,
open+speedboat->uuv,50,2027,6,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,46,86,source,source,15948,11537,2695,CE-LinearHead,0.756,0.7769652650822669,0.849896,0.45,0.214,,,
open+speedboat->uuv,50,2027,6,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,46,86,source,source,15948,11537,2695,CosMetricHead,0.757,0.7862796833773087,0.869316,0.454,0.252,,,
open+speedboat->uuv,50,2027,6,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,46,86,source,source,15948,11537,2695,RegMahaProxy-TC,0.779,0.7996373526745241,0.8738119999999999,0.522,0.21,0.882,0.324,7.784201812744137
open+speedboat->uuv,50,2027,7,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,46,87,source,source,15948,11537,2695,CE-Proto,0.561,0.5998176845943483,0.620012,0.18,0.074,,,
open+speedboat->uuv,50,2027,7,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,46,87,source,source,15948,11537,2695,CE-LinearHead,0.764,0.7531380753138075,0.850924,0.516,0.324,,,
open+speedboat->uuv,50,2027,7,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,46,87,source,source,15948,11537,2695,CosMetricHead,0.791,0.7860798362333674,0.854412,0.46,0.208,,,
open+speedboat->uuv,50,2027,7,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,46,87,source,source,15948,11537,2695,RegMahaProxy-TC,0.803,0.7897545357524013,0.8982399999999999,0.522,0.368,0.74,0.134,0.8035648345947263
open+speedboat->uuv,50,2027,8,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,45,86,source,source,15948,11537,2695,CE-Proto,0.594,0.6240740740740741,0.68174,0.248,0.114,,,
open+speedboat->uuv,50,2027,8,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,45,86,source,source,15948,11537,2695,CE-LinearHead,0.818,0.8100208768267223,0.8856439999999999,0.554,0.442,,,
open+speedboat->uuv,50,2027,8,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,45,86,source,source,15948,11537,2695,CosMetricHead,0.846,0.8544423440453687,0.9200839999999999,0.692,0.442,,,
open+speedboat->uuv,50,2027,8,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,45,86,source,source,15948,11537,2695,RegMahaProxy-TC,0.814,0.8204633204633205,0.906052,0.614,0.41,0.85,0.222,-0.8067054748535158
open+speedboat->uuv,50,2027,9,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,41,87,source,source,15948,11537,2695,CE-Proto,0.548,0.6149914821124361,0.608564,0.172,0.06,,,
open+speedboat->uuv,50,2027,9,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,41,87,source,source,15948,11537,2695,CE-LinearHead,0.746,0.722707423580786,0.825904,0.452,0.396,,,
open+speedboat->uuv,50,2027,9,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,41,87,source,source,15948,11537,2695,CosMetricHead,0.763,0.7618090452261307,0.8460719999999999,0.518,0.374,,,
open+speedboat->uuv,50,2027,9,logmel,0.0,True,False,2000,902,0,0,100,1000,500,500,41,87,source,source,15948,11537,2695,RegMahaProxy-TC,0.781,0.7569367369589345,0.885916,0.572,0.436,0.682,0.12,-0.5295283317565922
open+speedboat->uuv,5,2028,0,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,85,source,source,15948,11537,2695,CE-Proto,0.532,0.4989293361884368,0.553092,0.058,0.014,,,
open+speedboat->uuv,5,2028,0,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,85,source,source,15948,11537,2695,CE-LinearHead,0.574,0.5617283950617284,0.6087400000000001,0.132,0.058,,,
open+speedboat->uuv,5,2028,0,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,85,source,source,15948,11537,2695,CosMetricHead,0.58,0.5550847457627118,0.6075319999999998,0.088,0.002,,,
open+speedboat->uuv,5,2028,0,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,85,source,source,15948,11537,2695,RegMahaProxy-TC,0.58,0.6373056994818653,0.6303759999999999,0.146,0.066,0.738,0.578,-11.883734130859375
open+speedboat->uuv,5,2028,1,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,CE-Proto,0.59,0.5638297872340425,0.670944,0.148,0.078,,,
open+speedboat->uuv,5,2028,1,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,CE-LinearHead,0.701,0.6788399570354458,0.780472,0.434,0.214,,,
open+speedboat->uuv,5,2028,1,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,CosMetricHead,0.714,0.6864035087719298,0.786516,0.344,0.12,,,
open+speedboat->uuv,5,2028,1,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,RegMahaProxy-TC,0.673,0.7093333333333334,0.799388,0.444,0.218,0.798,0.452,-9.43231201171875
open+speedboat->uuv,5,2028,2,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,87,source,source,15948,11537,2695,CE-Proto,0.539,0.49836779107725787,0.599748,0.086,0.038,,,
open+speedboat->uuv,5,2028,2,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,87,source,source,15948,11537,2695,CE-LinearHead,0.65,0.6641074856046065,0.729124,0.316,0.186,,,
open+speedboat->uuv,5,2028,2,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,87,source,source,15948,11537,2695,CosMetricHead,0.677,0.6485310119695321,0.7269279999999999,0.202,0.074,,,
open+speedboat->uuv,5,2028,2,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,87,source,source,15948,11537,2695,RegMahaProxy-TC,0.579,0.6822641509433962,0.74084,0.39,0.308,0.904,0.746,-5.722817993164063
open+speedboat->uuv,5,2028,3,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,83,source,source,15948,11537,2695,CE-Proto,0.461,0.5004633920296571,0.550792,0.354,0.274,,,
open+speedboat->uuv,5,2028,3,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,83,source,source,15948,11537,2695,CE-LinearHead,0.731,0.6839012925969448,0.814152,0.404,0.048,,,
open+speedboat->uuv,5,2028,3,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,83,source,source,15948,11537,2695,CosMetricHead,0.727,0.6746126340882003,0.77856,0.39,0.144,,,
open+speedboat->uuv,5,2028,3,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,83,source,source,15948,11537,2695,RegMahaProxy-TC,0.671,0.7070347284060552,0.751796,0.172,0.002,0.794,0.452,-4.776475524902344
open+speedboat->uuv,5,2028,4,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,CE-Proto,0.553,0.5596059113300492,0.574652,0.056,0.022,,,
open+speedboat->uuv,5,2028,4,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,CE-LinearHead,0.654,0.6666666666666666,0.7221560000000001,0.28,0.094,,,
open+speedboat->uuv,5,2028,4,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,CosMetricHead,0.651,0.6513486513486514,0.7126,0.194,0.074,,,
open+speedboat->uuv,5,2028,4,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,RegMahaProxy-TC,0.605,0.6842525979216627,0.742328,0.314,0.076,0.856,0.646,-8.906625366210937
open+speedboat->uuv,5,2028,5,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,84,source,source,15948,11537,2695,CE-Proto,0.552,0.51931330472103,0.5758,0.096,0.008,,,
open+speedboat->uuv,5,2028,5,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,84,source,source,15948,11537,2695,CE-LinearHead,0.726,0.7360308285163777,0.818996,0.46,0.24,,,
open+speedboat->uuv,5,2028,5,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,84,source,source,15948,11537,2695,CosMetricHead,0.742,0.7445544554455445,0.7861199999999999,0.24,0.074,,,
open+speedboat->uuv,5,2028,5,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,84,source,source,15948,11537,2695,RegMahaProxy-TC,0.643,0.7243243243243244,0.8253499999999999,0.502,0.352,0.938,0.652,-10.136676025390626
open+speedboat->uuv,5,2028,6,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,85,source,source,15948,11537,2695,CE-Proto,0.543,0.5479723046488625,0.62862,0.414,0.294,,,
open+speedboat->uuv,5,2028,6,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,85,source,source,15948,11537,2695,CE-LinearHead,0.751,0.7477203647416414,0.803984,0.256,0.008,,,
open+speedboat->uuv,5,2028,6,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,85,source,source,15948,11537,2695,CosMetricHead,0.76,0.7727272727272727,0.814676,0.316,0.102,,,
open+speedboat->uuv,5,2028,6,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,85,source,source,15948,11537,2695,RegMahaProxy-TC,0.618,0.7140718562874252,0.7947480000000001,0.084,0.004,0.954,0.718,-8.865029907226562
open+speedboat->uuv,5,2028,7,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,84,source,source,15948,11537,2695,CE-Proto,0.458,0.5090579710144928,0.567328,0.3,0.158,,,
open+speedboat->uuv,5,2028,7,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,84,source,source,15948,11537,2695,CE-LinearHead,0.564,0.5940409683426443,0.537208,0.0,0.0,,,
open+speedboat->uuv,5,2028,7,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,84,source,source,15948,11537,2695,CosMetricHead,0.593,0.599803343166175,0.6499440000000001,0.206,0.07,,,
open+speedboat->uuv,5,2028,7,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,10,84,source,source,15948,11537,2695,RegMahaProxy-TC,0.537,0.6362922230950511,0.568932,0.01,0.0,0.81,0.736,-7.837567138671876
open+speedboat->uuv,5,2028,8,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,8,83,source,source,15948,11537,2695,CE-Proto,0.55,0.49776785714285715,0.6100200000000001,0.098,0.012,,,
open+speedboat->uuv,5,2028,8,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,8,83,source,source,15948,11537,2695,CE-LinearHead,0.634,0.5840909090909091,0.67812,0.158,0.074,,,
open+speedboat->uuv,5,2028,8,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,8,83,source,source,15948,11537,2695,CosMetricHead,0.624,0.5831485587583148,0.705776,0.192,0.046,,,
open+speedboat->uuv,5,2028,8,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,8,83,source,source,15948,11537,2695,RegMahaProxy-TC,0.639,0.6422200198216056,0.6825680000000001,0.188,0.104,0.648,0.37,-6.9411163330078125
open+speedboat->uuv,5,2028,9,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,CE-Proto,0.582,0.5543710021321961,0.6627799999999999,0.136,0.064,,,
open+speedboat->uuv,5,2028,9,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,CE-LinearHead,0.675,0.6936852026390198,0.761724,0.366,0.222,,,
open+speedboat->uuv,5,2028,9,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,CosMetricHead,0.702,0.7061143984220908,0.7435039999999999,0.204,0.05,,,
open+speedboat->uuv,5,2028,9,logmel,0.0,True,False,2000,902,0,0,10,1000,500,500,9,86,source,source,15948,11537,2695,RegMahaProxy-TC,0.632,0.7190839694656489,0.7825880000000001,0.328,0.142,0.942,0.678,-4.129467773437501
open+speedboat->uuv,10,2028,0,logmel,0.0,True,False,2000,902,0,0,20,1000,500,500,15,85,source,source,15948,11537,2695,CE-Proto,0.557,0.5104972375690607,0.609848,0.124,0.016,,,
open+speedboat->uuv,10,2028,0,logmel,0.0,True,False,2000,902,0,0,20,1000,500,500,15,85,source,source,15948,11537,2695,CE-LinearHead,0.705,0.7203791469194313,0.7816839999999998,0.292,0.104,,,
open+speedboat->uuv,10,2028,0,logmel,0.0,True,False,2000,902,0,0,20,1000,500,500,15,85,source,source,15948,11537,2695,CosMetricHead,0.686,0.6762886597938145,0.7561960000000001,0.228,0.048,,,
open+speedboat->uuv,10,2028,0,logmel,0.0,True,False,2000,902,0,0,20,1000,500,500,15,85,source,source,15948,11537,2695,RegMahaProxy-TC,0.714,0.7525951557093425,0.8131079999999999,0.374,0.102,0.87,0.442,-7.041555786132814
open+speedboat->uuv,10,2028,1,logmel,0.0,True,False,2000,902,0,0,20,1000,500,500,17,84,source,source,15948,11537,2695,CE-Proto,0.561,0.5587939698492462,0.620304,0.14,0.036,,,
open+speedboat->uuv,10,2028,1,logmel,0.0,True,False,2000,902,0,0,20,1000,500,500,17,84,source,source,15948,11537,2695,CE-LinearHead,0.756,0.7420718816067653,0.8279,0.438,0.3,,,
