task,k_shot,seed,repeat,baseline,final_method,metric,baseline_value,final_value,delta
open+uuv->speedboat,20,2027,0,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.028,0.082,0.054000000000000006
open+uuv->speedboat,20,2027,1,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.016,0.034,0.018000000000000002
open+uuv->speedboat,20,2027,2,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.016,0.052,0.036
open+uuv->speedboat,20,2027,3,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.044,0.014,-0.03
open+uuv->speedboat,20,2027,4,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.002,0.042,0.04
open+uuv->speedboat,20,2027,5,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.008,0.032,0.024
open+uuv->speedboat,20,2027,6,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.002,0.038,0.036
open+uuv->speedboat,20,2027,7,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.01,0.086,0.076
open+uuv->speedboat,20,2027,8,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.016,0.068,0.052000000000000005
open+uuv->speedboat,20,2027,9,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.006,0.08,0.074
open+uuv->speedboat,50,2027,0,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.028,0.036,0.007999999999999997
open+uuv->speedboat,50,2027,1,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.02,0.114,0.094
open+uuv->speedboat,50,2027,2,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.002,0.016,0.014
open+uuv->speedboat,50,2027,3,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.022,0.05,0.028000000000000004
open+uuv->speedboat,50,2027,4,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.024,0.086,0.06199999999999999
open+uuv->speedboat,50,2027,5,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.006,0.124,0.118
open+uuv->speedboat,50,2027,6,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.018,0.076,0.057999999999999996
open+uuv->speedboat,50,2027,7,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.01,0.05,0.04
open+uuv->speedboat,50,2027,8,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.008,0.184,0.176
open+uuv->speedboat,50,2027,9,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.012,0.03,0.018
open+uuv->speedboat,5,2028,0,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.024,0.0,-0.024
open+uuv->speedboat,5,2028,1,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.006,0.026,0.019999999999999997
open+uuv->speedboat,5,2028,2,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.032,0.036,0.003999999999999997
open+uuv->speedboat,5,2028,3,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.032,0.004,-0.028
open+uuv->speedboat,5,2028,4,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.012,0.018,0.005999999999999998
open+uuv->speedboat,5,2028,5,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.014,0.018,0.003999999999999998
open+uuv->speedboat,5,2028,6,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.036,0.036,0.0
open+uuv->speedboat,5,2028,7,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.002,0.006,0.004
open+uuv->speedboat,5,2028,8,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.038,0.018,-0.02
open+uuv->speedboat,5,2028,9,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.0,0.0,0.0
open+uuv->speedboat,10,2028,0,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.018,0.028,0.010000000000000002
open+uuv->speedboat,10,2028,1,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.012,0.014,0.002
open+uuv->speedboat,10,2028,2,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.024,0.012,-0.012
open+uuv->speedboat,10,2028,3,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.004,0.028,0.024
open+uuv->speedboat,10,2028,4,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.022,0.046,0.024
open+uuv->speedboat,10,2028,5,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.012,0.044,0.032
open+uuv->speedboat,10,2028,6,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.008,0.028,0.02
open+uuv->speedboat,10,2028,7,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.018,0.028,0.010000000000000002
open+uuv->speedboat,10,2028,8,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.032,0.01,-0.022
open+uuv->speedboat,10,2028,9,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.008,0.032,0.024
open+uuv->speedboat,20,2028,0,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.014,0.002,-0.012
open+uuv->speedboat,20,2028,1,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.01,0.056,0.046
open+uuv->speedboat,20,2028,2,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.008,0.024,0.016
open+uuv->speedboat,20,2028,3,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.022,0.084,0.062000000000000006
open+uuv->speedboat,20,2028,4,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.018,0.026,0.008
open+uuv->speedboat,20,2028,5,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.014,0.024,0.01
open+uuv->speedboat,20,2028,6,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.004,0.054,0.05
open+uuv->speedboat,20,2028,7,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.022,0.012,-0.009999999999999998
open+uuv->speedboat,20,2028,8,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.008,0.02,0.012
open+uuv->speedboat,20,2028,9,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.004,0.016,0.012
open+uuv->speedboat,50,2028,0,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.016,0.078,0.062
open+uuv->speedboat,50,2028,1,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.02,0.024,0.004
open+uuv->speedboat,50,2028,2,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.034,0.1,0.066
open+uuv->speedboat,50,2028,3,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.018,0.014,-0.003999999999999998
open+uuv->speedboat,50,2028,4,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.018,0.012,-0.005999999999999998
open+uuv->speedboat,50,2028,5,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.012,0.074,0.062
open+uuv->speedboat,50,2028,6,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.032,0.068,0.036000000000000004
open+uuv->speedboat,50,2028,7,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.022,0.012,-0.009999999999999998
open+uuv->speedboat,50,2028,8,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.022,0.064,0.042
open+uuv->speedboat,50,2028,9,CE-Proto,RegMahaProxy-TC,pd_at_pfa_0.01,0.01,0.104,0.094
open+speedboat->uuv,5,2026,0,CE-Proto,RegMahaProxy-TC,f1,0.6189555125725339,0.7753686036426712,0.15641309107013734
open+speedboat->uuv,5,2026,1,CE-Proto,RegMahaProxy-TC,f1,0.6062322946175638,0.7103448275862069,0.10411253296864309
open+speedboat->uuv,5,2026,2,CE-Proto,RegMahaProxy-TC,f1,0.6687830687830688,0.688659793814433,0.019876725031364173
open+speedboat->uuv,5,2026,3,CE-Proto,RegMahaProxy-TC,f1,0.732824427480916,0.6714399363564041,-0.06138449112451194
open+speedboat->uuv,5,2026,4,CE-Proto,RegMahaProxy-TC,f1,0.6083650190114068,0.7604433077578857,0.15207828874647888
open+speedboat->uuv,5,2026,5,CE-Proto,RegMahaProxy-TC,f1,0.6060019361084221,0.6184340931615461,0.012432157053123949
open+speedboat->uuv,5,2026,6,CE-Proto,RegMahaProxy-TC,f1,0.6938775510204082,0.7483588621444202,0.054481311124012
open+speedboat->uuv,5,2026,7,CE-Proto,RegMahaProxy-TC,f1,0.5102639296187683,0.6552529182879377,0.14498898866916943
open+speedboat->uuv,5,2026,8,CE-Proto,RegMahaProxy-TC,f1,0.755859375,0.6826086956521739,-0.07325067934782614
open+speedboat->uuv,5,2026,9,CE-Proto,RegMahaProxy-TC,f1,0.6953528399311532,0.7245731254639941,0.02922028553284095
open+speedboat->uuv,10,2026,0,CE-Proto,RegMahaProxy-TC,f1,0.6623616236162362,0.7643884892086331,0.10202686559239693
open+speedboat->uuv,10,2026,1,CE-Proto,RegMahaProxy-TC,f1,0.6127819548872181,0.7681274900398406,0.1553455351526225
open+speedboat->uuv,10,2026,2,CE-Proto,RegMahaProxy-TC,f1,0.6167146974063401,0.8194690265486726,0.2027543291423325
open+speedboat->uuv,10,2026,3,CE-Proto,RegMahaProxy-TC,f1,0.6068052930056711,0.7238095238095238,0.1170042308038527
open+speedboat->uuv,10,2026,4,CE-Proto,RegMahaProxy-TC,f1,0.6229205175600739,0.7428571428571429,0.11993662529706894
open+speedboat->uuv,10,2026,5,CE-Proto,RegMahaProxy-TC,f1,0.6121673003802282,0.7678916827852998,0.1557243824050717
open+speedboat->uuv,10,2026,6,CE-Proto,RegMahaProxy-TC,f1,0.7010309278350515,0.7630057803468208,0.06197485251176926
open+speedboat->uuv,10,2026,7,CE-Proto,RegMahaProxy-TC,f1,0.7565470417070805,0.7510692899914457,-0.005477751715634804
open+speedboat->uuv,10,2026,8,CE-Proto,RegMahaProxy-TC,f1,0.5864077669902913,0.6888320545609549,0.10242428757066357
open+speedboat->uuv,10,2026,9,CE-Proto,RegMahaProxy-TC,f1,0.6,0.7485380116959064,0.1485380116959064
open+speedboat->uuv,20,2026,0,CE-Proto,RegMahaProxy-TC,f1,0.6102325581395349,0.8015564202334631,0.19132386209392815
open+speedboat->uuv,20,2026,1,CE-Proto,RegMahaProxy-TC,f1,0.6191832858499525,0.8128654970760234,0.19368221122607088
open+speedboat->uuv,20,2026,2,CE-Proto,RegMahaProxy-TC,f1,0.6166822867853796,0.8376383763837638,0.2209560895983842
open+speedboat->uuv,20,2026,3,CE-Proto,RegMahaProxy-TC,f1,0.6983240223463687,0.8063021316033364,0.10797810925696771
open+speedboat->uuv,20,2026,4,CE-Proto,RegMahaProxy-TC,f1,0.6419512195121951,0.7876370887337986,0.14568586922160343
open+speedboat->uuv,20,2026,5,CE-Proto,RegMahaProxy-TC,f1,0.599250936329588,0.8057921635434412,0.20654122721385315
open+speedboat->uuv,20,2026,6,CE-Proto,RegMahaProxy-TC,f1,0.63544536271809,0.8016789087093389,0.16623354599124884
open+speedboat->uuv,20,2026,7,CE-Proto,RegMahaProxy-TC,f1,0.4773922187171398,0.8192307692307692,0.3418385505136294
open+speedboat->uuv,20,2026,8,CE-Proto,RegMahaProxy-TC,f1,0.5885714285714285,0.7602996254681648,0.17172819689673624
open+speedboat->uuv,20,2026,9,CE-Proto,RegMahaProxy-TC,f1,0.6020892687559354,0.8438735177865613,0.2417842490306259
open+speedboat->uuv,50,2026,0,CE-Proto,RegMahaProxy-TC,f1,0.603988603988604,0.8438133874239351,0.2398247834353311
open+speedboat->uuv,50,2026,1,CE-Proto,RegMahaProxy-TC,f1,0.6149532710280374,0.8038176033934252,0.1888643323653878
open+speedboat->uuv,50,2026,2,CE-Proto,RegMahaProxy-TC,f1,0.7133138969873664,0.8286604361370716,0.11534653914970527
open+speedboat->uuv,50,2026,3,CE-Proto,RegMahaProxy-TC,f1,0.6009478672985782,0.8286014721345951,0.22765360483601693
open+speedboat->uuv,50,2026,4,CE-Proto,RegMahaProxy-TC,f1,0.6109022556390977,0.8574074074074074,0.24650515176830967
open+speedboat->uuv,50,2026,5,CE-Proto,RegMahaProxy-TC,f1,0.615678776290631,0.7766323024054983,0.16095352611486735
open+speedboat->uuv,50,2026,6,CE-Proto,RegMahaProxy-TC,f1,0.5927342256214149,0.8465396188565697,0.25380539323515483
open+speedboat->uuv,50,2026,7,CE-Proto,RegMahaProxy-TC,f1,0.5928777670837344,0.8052516411378556,0.21237387405412123
open+speedboat->uuv,50,2026,8,CE-Proto,RegMahaProxy-TC,f1,0.6601941747572816,0.8333333333333334,0.17313915857605178
open+speedboat->uuv,50,2026,9,CE-Proto,RegMahaProxy-TC,f1,0.6060606060606061,0.8322399250234301,0.22617931896282406
open+speedboat->uuv,5,2027,0,CE-Proto,RegMahaProxy-TC,f1,0.6303030303030303,0.6815450643776824,0.05124203407465211
open+speedboat->uuv,5,2027,1,CE-Proto,RegMahaProxy-TC,f1,0.2894393741851369,0.6055209260908282,0.3160815519056913
open+speedboat->uuv,5,2027,2,CE-Proto,RegMahaProxy-TC,f1,0.349009900990099,0.6974595842956121,0.34844968330551307
open+speedboat->uuv,5,2027,3,CE-Proto,RegMahaProxy-TC,f1,0.6271893244370309,0.5932047750229569,-0.03398454941407403
open+speedboat->uuv,5,2027,4,CE-Proto,RegMahaProxy-TC,f1,0.3183673469387755,0.601823708206687,0.28345636126791146
open+speedboat->uuv,5,2027,5,CE-Proto,RegMahaProxy-TC,f1,0.694560669456067,0.7173553719008264,0.02279470244475945
open+speedboat->uuv,5,2027,6,CE-Proto,RegMahaProxy-TC,f1,0.44673539518900346,0.6898839137645107,0.2431485185755073
open+speedboat->uuv,5,2027,7,CE-Proto,RegMahaProxy-TC,f1,0.6221837088388215,0.6978922716627635,0.075708562823942
open+speedboat->uuv,5,2027,8,CE-Proto,RegMahaProxy-TC,f1,0.3171912832929782,0.6652046783625731,0.34801339506959494
open+speedboat->uuv,5,2027,9,CE-Proto,RegMahaProxy-TC,f1,0.4803229061553986,0.6661676646706587,0.1858447585152601
open+speedboat->uuv,10,2027,0,CE-Proto,RegMahaProxy-TC,f1,0.5730027548209367,0.7108325872873769,0.1378298324664402
open+speedboat->uuv,10,2027,1,CE-Proto,RegMahaProxy-TC,f1,0.6192893401015228,0.717391304347826,0.09810196424630324
open+speedboat->uuv,10,2027,2,CE-Proto,RegMahaProxy-TC,f1,0.6178451178451179,0.7017828200972447,0.08393770225212682
open+speedboat->uuv,10,2027,3,CE-Proto,RegMahaProxy-TC,f1,0.6122448979591837,0.7257700976709242,0.11352519971174047
open+speedboat->uuv,10,2027,4,CE-Proto,RegMahaProxy-TC,f1,0.6768935762224353,0.7245873153779322,0.047693739155496906
open+speedboat->uuv,10,2027,5,CE-Proto,RegMahaProxy-TC,f1,0.6069210292812778,0.597457627118644,-0.00946340216263375
open+speedboat->uuv,10,2027,6,CE-Proto,RegMahaProxy-TC,f1,0.4155251141552511,0.7250936329588015,0.30956851880355035
open+speedboat->uuv,10,2027,7,CE-Proto,RegMahaProxy-TC,f1,0.4694736842105263,0.7094932191291934,0.24001953491866707
open+speedboat->uuv,10,2027,8,CE-Proto,RegMahaProxy-TC,f1,0.6072664359861591,0.745531914893617,0.13826547890745788
open+speedboat->uuv,10,2027,9,CE-Proto,RegMahaProxy-TC,f1,0.6208651399491094,0.7363420427553444,0.11547690280623502
open+speedboat->uuv,20,2027,0,CE-Proto,RegMahaProxy-TC,f1,0.609009009009009,0.7413194444444444,0.13231043543543541
open+speedboat->uuv,20,2027,1,CE-Proto,RegMahaProxy-TC,f1,0.6559714795008913,0.7541322314049587,0.09816075190406737
open+speedboat->uuv,20,2027,2,CE-Proto,RegMahaProxy-TC,f1,0.6081560283687943,0.7880434782608695,0.17988744989207517
open+speedboat->uuv,20,2027,3,CE-Proto,RegMahaProxy-TC,f1,0.6228430566967954,0.7590361445783133,0.13619308788151785
open+speedboat->uuv,20,2027,4,CE-Proto,RegMahaProxy-TC,f1,0.6208053691275168,0.722457627118644,0.1016522579911272
open+speedboat->uuv,20,2027,5,CE-Proto,RegMahaProxy-TC,f1,0.6310063463281959,0.797153024911032,0.16614667858283616
open+speedboat->uuv,20,2027,6,CE-Proto,RegMahaProxy-TC,f1,0.5891043397968606,0.7491039426523297,0.1599996028554691
open+speedboat->uuv,20,2027,7,CE-Proto,RegMahaProxy-TC,f1,0.6163753449862005,0.7569573283858998,0.1405819833996993
open+speedboat->uuv,20,2027,8,CE-Proto,RegMahaProxy-TC,f1,0.6193228736581338,0.7582037996545768,0.13888092599644308
open+speedboat->uuv,20,2027,9,CE-Proto,RegMahaProxy-TC,f1,0.6217354675652906,0.7276084949215144,0.10587302735622373
open+speedboat->uuv,50,2027,0,CE-Proto,RegMahaProxy-TC,f1,0.6122448979591837,0.7824175824175824,0.17017268445839873
open+speedboat->uuv,50,2027,1,CE-Proto,RegMahaProxy-TC,f1,0.6065428824049514,0.7650273224043715,0.1584844399994202
open+speedboat->uuv,50,2027,2,CE-Proto,RegMahaProxy-TC,f1,0.6059574468085106,0.8056968463886063,0.19973939958009568
open+speedboat->uuv,50,2027,3,CE-Proto,RegMahaProxy-TC,f1,0.6215978928884986,0.8125,0.19090210711150135
open+speedboat->uuv,50,2027,4,CE-Proto,RegMahaProxy-TC,f1,0.5895522388059702,0.7733619763694952,0.18380973756352503
open+speedboat->uuv,50,2027,5,CE-Proto,RegMahaProxy-TC,f1,0.6287809349220899,0.8273748723186926,0.1985939373966027
open+speedboat->uuv,50,2027,6,CE-Proto,RegMahaProxy-TC,f1,0.6377295492487479,0.7996373526745241,0.16190780342577615
open+speedboat->uuv,50,2027,7,CE-Proto,RegMahaProxy-TC,f1,0.5998176845943483,0.7897545357524013,0.18993685115805303
open+speedboat->uuv,50,2027,8,CE-Proto,RegMahaProxy-TC,f1,0.6240740740740741,0.8204633204633205,0.19638924638924637
open+speedboat->uuv,50,2027,9,CE-Proto,RegMahaProxy-TC,f1,0.6149914821124361,0.7569367369589345,0.14194525484649834
open+speedboat->uuv,5,2028,0,CE-Proto,RegMahaProxy-TC,f1,0.4989293361884368,0.6373056994818653,0.1383763632934285
open+speedboat->uuv,5,2028,1,CE-Proto,RegMahaProxy-TC,f1,0.5638297872340425,0.7093333333333334,0.14550354609929084
open+speedboat->uuv,5,2028,2,CE-Proto,RegMahaProxy-TC,f1,0.49836779107725787,0.6822641509433962,0.18389635986613834
open+speedboat->uuv,5,2028,3,CE-Proto,RegMahaProxy-TC,f1,0.5004633920296571,0.7070347284060552,0.20657133637639813
open+speedboat->uuv,5,2028,4,CE-Proto,RegMahaProxy-TC,f1,0.5596059113300492,0.6842525979216627,0.12464668659161349
open+speedboat->uuv,5,2028,5,CE-Proto,RegMahaProxy-TC,f1,0.51931330472103,0.7243243243243244,0.20501101960329438
open+speedboat->uuv,5,2028,6,CE-Proto,RegMahaProxy-TC,f1,0.5479723046488625,0.7140718562874252,0.16609955163856271
open+speedboat->uuv,5,2028,7,CE-Proto,RegMahaProxy-TC,f1,0.5090579710144928,0.6362922230950511,0.12723425208055827
open+speedboat->uuv,5,2028,8,CE-Proto,RegMahaProxy-TC,f1,0.49776785714285715,0.6422200198216056,0.14445216267874844
open+speedboat->uuv,5,2028,9,CE-Proto,RegMahaProxy-TC,f1,0.5543710021321961,0.7190839694656489,0.16471296733345275
open+speedboat->uuv,10,2028,0,CE-Proto,RegMahaProxy-TC,f1,0.5104972375690607,0.7525951557093425,0.2420979181402818
open+speedboat->uuv,10,2028,1,CE-Proto,RegMahaProxy-TC,f1,0.5587939698492462,0.7261261261261261,0.16733215627687992
open+speedboat->uuv,10,2028,2,CE-Proto,RegMahaProxy-TC,f1,0.4805318138651472,0.7251063829787234,0.24457456911357622
open+speedboat->uuv,10,2028,3,CE-Proto,RegMahaProxy-TC,f1,0.48703494926719276,0.7234848484848485,0.23644989921765575
open+speedboat->uuv,10,2028,4,CE-Proto,RegMahaProxy-TC,f1,0.693069306930693,0.7177759056444819,0.024706598713788885
open+speedboat->uuv,10,2028,5,CE-Proto,RegMahaProxy-TC,f1,0.6708520179372197,0.7417677642980935,0.07091574636087383
open+speedboat->uuv,10,2028,6,CE-Proto,RegMahaProxy-TC,f1,0.5427230046948357,0.6978074356530028,0.15508443095816715
open+speedboat->uuv,10,2028,7,CE-Proto,RegMahaProxy-TC,f1,0.5730659025787965,0.7821612349914236,0.20909533241262712
open+speedboat->uuv,10,2028,8,CE-Proto,RegMahaProxy-TC,f1,0.5113122171945701,0.7404505386875612,0.22913832149299107
open+speedboat->uuv,10,2028,9,CE-Proto,RegMahaProxy-TC,f1,0.6089334548769371,0.725328947368421,0.11639549249148395
open+speedboat->uuv,20,2028,0,CE-Proto,RegMahaProxy-TC,f1,0.559841740850643,0.7614761476147615,0.20163440676411848
open+speedboat->uuv,20,2028,1,CE-Proto,RegMahaProxy-TC,f1,0.5246981339187706,0.7150837988826816,0.19038566496391096
open+speedboat->uuv,20,2028,2,CE-Proto,RegMahaProxy-TC,f1,0.595260663507109,0.7819004524886878,0.18663978898157874
open+speedboat->uuv,20,2028,3,CE-Proto,RegMahaProxy-TC,f1,0.564152791380999,0.7231208372978116,0.15896804591681257
open+speedboat->uuv,20,2028,4,CE-Proto,RegMahaProxy-TC,f1,0.6952789699570815,0.7512953367875648,0.05601636683048328
open+speedboat->uuv,20,2028,5,CE-Proto,RegMahaProxy-TC,f1,0.6654772524531668,0.7596491228070176,0.09417187035385077
open+speedboat->uuv,20,2028,6,CE-Proto,RegMahaProxy-TC,f1,0.5352697095435685,0.7064220183486238,0.1711523088050554
open+speedboat->uuv,20,2028,7,CE-Proto,RegMahaProxy-TC,f1,0.6615776081424937,0.7850953206239168,0.12351771248142318
open+speedboat->uuv,20,2028,8,CE-Proto,RegMahaProxy-TC,f1,0.5075921908893709,0.7669491525423728,0.2593569616530019
open+speedboat->uuv,20,2028,9,CE-Proto,RegMahaProxy-TC,f1,0.5406546990496304,0.7907444668008048,0.2500897677511744
open+speedboat->uuv,50,2028,0,CE-Proto,RegMahaProxy-TC,f1,0.5817060637204522,0.6867749419953596,0.1050688782749074
open+speedboat->uuv,50,2028,1,CE-Proto,RegMahaProxy-TC,f1,0.5396145610278372,0.7278911564625851,0.18827659543474784
open+speedboat->uuv,50,2028,2,CE-Proto,RegMahaProxy-TC,f1,0.6086105675146771,0.7162790697674418,0.1076685022527647
open+speedboat->uuv,50,2028,3,CE-Proto,RegMahaProxy-TC,f1,0.5044642857142857,0.7580993520518359,0.2536350663375502
open+speedboat->uuv,50,2028,4,CE-Proto,RegMahaProxy-TC,f1,0.611969111969112,0.8047808764940239,0.1928117645249119
open+speedboat->uuv,50,2028,5,CE-Proto,RegMahaProxy-TC,f1,0.7109375,0.7965179542981502,0.0855804542981502
open+speedboat->uuv,50,2028,6,CE-Proto,RegMahaProxy-TC,f1,0.5668341708542713,0.6929316338354577,0.1260974629811864
open+speedboat->uuv,50,2028,7,CE-Proto,RegMahaProxy-TC,f1,0.5937202664129401,0.7404255319148936,0.1467052655019535
open+speedboat->uuv,50,2028,8,CE-Proto,RegMahaProxy-TC,f1,0.5984555984555985,0.7439824945295405,0.14552689607394198
open+speedboat->uuv,50,2028,9,CE-Proto,RegMahaProxy-TC,f1,0.6809756097560976,0.75,0.06902439024390239
open+uuv->speedboat,5,2026,0,CE-Proto,RegMahaProxy-TC,f1,0.5787610619469027,0.6382306477093207,0.05946958576241801
open+uuv->speedboat,5,2026,1,CE-Proto,RegMahaProxy-TC,f1,0.5185185185185185,0.5914972273567468,0.07297870883822832
open+uuv->speedboat,5,2026,2,CE-Proto,RegMahaProxy-TC,f1,0.5822784810126582,0.5974222896133434,0.015143808600685205
open+uuv->speedboat,5,2026,3,CE-Proto,RegMahaProxy-TC,f1,0.6186666666666667,0.6202414113277623,0.0015747446610956395
open+uuv->speedboat,5,2026,4,CE-Proto,RegMahaProxy-TC,f1,0.5085470085470085,0.6190089358245329,0.11046192727752435
open+uuv->speedboat,5,2026,5,CE-Proto,RegMahaProxy-TC,f1,0.5464025026068822,0.6401299756295694,0.09372747302268725
open+uuv->speedboat,5,2026,6,CE-Proto,RegMahaProxy-TC,f1,0.6231075697211156,0.6014551333872271,-0.02165243633388847
open+uuv->speedboat,5,2026,7,CE-Proto,RegMahaProxy-TC,f1,0.3785900783289817,0.40840140023337224,0.02981132190439051
open+uuv->speedboat,5,2026,8,CE-Proto,RegMahaProxy-TC,f1,0.48390243902439023,0.4772234273318872,-0.006679011692503012
open+uuv->speedboat,5,2026,9,CE-Proto,RegMahaProxy-TC,f1,0.5925925925925926,0.6126760563380281,0.02008346374543557
open+uuv->speedboat,10,2026,0,CE-Proto,RegMahaProxy-TC,f1,0.5857142857142857,0.6719118804091266,0.0861975946948409
open+uuv->speedboat,10,2026,1,CE-Proto,RegMahaProxy-TC,f1,0.45473684210526316,0.4857142857142857,0.030977443609022548
open+uuv->speedboat,10,2026,2,CE-Proto,RegMahaProxy-TC,f1,0.3963963963963964,0.640533778148457,0.24413738175206062
open+uuv->speedboat,10,2026,3,CE-Proto,RegMahaProxy-TC,f1,0.4384525205158265,0.6032064128256514,0.16475389230982485
open+uuv->speedboat,10,2026,4,CE-Proto,RegMahaProxy-TC,f1,0.46864686468646866,0.645109135004042,0.17646227031757333
open+uuv->speedboat,10,2026,5,CE-Proto,RegMahaProxy-TC,f1,0.43548387096774194,0.5292171995589857,0.09373332859124378
open+uuv->speedboat,10,2026,6,CE-Proto,RegMahaProxy-TC,f1,0.5714285714285714,0.6227045075125208,0.051275936083949425
open+uuv->speedboat,10,2026,7,CE-Proto,RegMahaProxy-TC,f1,0.514792899408284,0.6022827041264267,0.08748980471814272
open+uuv->speedboat,10,2026,8,CE-Proto,RegMahaProxy-TC,f1,0.49628844114528103,0.5765595463137996,0.08027110516851854
open+uuv->speedboat,10,2026,9,CE-Proto,RegMahaProxy-TC,f1,0.5084388185654009,0.6239067055393586,0.11546788697395771
open+uuv->speedboat,20,2026,0,CE-Proto,RegMahaProxy-TC,f1,0.5220588235294118,0.5912486659551761,0.06918984242576431
open+uuv->speedboat,20,2026,1,CE-Proto,RegMahaProxy-TC,f1,0.5676442762535477,0.6082677165354331,0.04062344028188536
open+uuv->speedboat,20,2026,2,CE-Proto,RegMahaProxy-TC,f1,0.564638783269962,0.6004056795131846,0.0357668962432226
open+uuv->speedboat,20,2026,3,CE-Proto,RegMahaProxy-TC,f1,0.5036101083032491,0.5811965811965812,0.07758647289333209
open+uuv->speedboat,20,2026,4,CE-Proto,RegMahaProxy-TC,f1,0.5452695829094608,0.41475826972010177,-0.13051131318935905
open+uuv->speedboat,20,2026,5,CE-Proto,RegMahaProxy-TC,f1,0.5369807497467072,0.44114002478314746,-0.09584072496355972
open+uuv->speedboat,20,2026,6,CE-Proto,RegMahaProxy-TC,f1,0.5158648925281474,0.423562412342216,-0.0923024801859314
open+uuv->speedboat,20,2026,7,CE-Proto,RegMahaProxy-TC,f1,0.6028789161727349,0.37730870712401055,-0.22557020904872438
open+uuv->speedboat,20,2026,8,CE-Proto,RegMahaProxy-TC,f1,0.5050301810865191,0.6074561403508771,0.10242595926435805
open+uuv->speedboat,20,2026,9,CE-Proto,RegMahaProxy-TC,f1,0.5719626168224299,0.5245901639344263,-0.047372452888003624
open+uuv->speedboat,50,2026,0,CE-Proto,RegMahaProxy-TC,f1,0.5282631038026722,0.35944700460829493,-0.16881609919437723
