task,k_shot,seed,repeat,feature_mode,src_tail_weight,group_disjoint,support_groups,query_groups,method,acc,f1,auc,pd_at_pfa_0.05,pd_at_pfa_0.01,pd_tc,pfa_tc,threshold_tc
open+speedboat->uuv,20,2026,2,logmel,0.0,True,29,57,CosMetricHead,0.9075975359342916,0.8877805486284289,0.9765062388591801,0.8716577540106952,0.7593582887700535,,,
open+speedboat->uuv,20,2026,2,logmel,0.0,True,29,57,RegMahaProxy-TC,0.8767967145790554,0.8564593301435407,0.9696434937611408,0.8609625668449198,0.6844919786096256,0.9572192513368984,0.17333333333333334,-0.1883279800415037
open+speedboat->uuv,5,2027,0,logmel,0.0,True,10,75,CE-Proto,0.4633333333333333,0.4429065743944637,0.4198777777777778,0.06333333333333334,0.0,,,
open+speedboat->uuv,5,2027,0,logmel,0.0,True,10,75,CE-LinearHead,0.55,0.468503937007874,0.4229333333333334,0.11,0.0033333333333333335,,,
open+speedboat->uuv,5,2027,0,logmel,0.0,True,10,75,CosMetricHead,0.5816666666666667,0.48459958932238195,0.6698666666666666,0.19,0.023333333333333334,,,
open+speedboat->uuv,5,2027,0,logmel,0.0,True,10,75,RegMahaProxy-TC,0.5683333333333334,0.443010752688172,0.4116333333333334,0.10666666666666667,0.0033333333333333335,0.3433333333333333,0.20666666666666667,-1.9274765014648445
open+speedboat->uuv,5,2027,1,logmel,0.0,True,10,74,CE-Proto,0.6616666666666666,0.6261510128913443,0.7327111111111111,0.36,0.2833333333333333,,,
open+speedboat->uuv,5,2027,1,logmel,0.0,True,10,74,CE-LinearHead,0.6833333333333333,0.5905172413793104,0.6716666666666667,0.4066666666666667,0.23333333333333334,,,
open+speedboat->uuv,5,2027,1,logmel,0.0,True,10,74,CosMetricHead,0.6783333333333333,0.5831533477321814,0.7933777777777777,0.36666666666666664,0.24333333333333335,,,
open+speedboat->uuv,5,2027,1,logmel,0.0,True,10,74,RegMahaProxy-TC,0.67,0.6206896551724138,0.7072444444444445,0.37,0.28,0.54,0.2,-0.7728698730468753
open+speedboat->uuv,5,2027,2,logmel,0.0,True,10,72,CE-Proto,0.29,0.321656050955414,0.1975111111111111,0.0,0.0,,,
open+speedboat->uuv,5,2027,2,logmel,0.0,True,10,72,CE-LinearHead,0.2833333333333333,0.3484848484848485,0.3216333333333333,0.11,0.01,,,
open+speedboat->uuv,5,2027,2,logmel,0.0,True,10,72,CosMetricHead,0.41833333333333333,0.5146036161335188,0.2979555555555556,0.006666666666666667,0.0,,,
open+speedboat->uuv,5,2027,2,logmel,0.0,True,10,72,RegMahaProxy-TC,0.35833333333333334,0.46601941747572817,0.3738111111111111,0.11333333333333333,0.09333333333333334,0.56,0.8433333333333334,1.1445568084716797
open+speedboat->uuv,10,2027,0,logmel,0.0,True,20,64,CE-Proto,0.26601941747572816,0.0,0.1666511627906977,0.0,0.0,,,
open+speedboat->uuv,10,2027,0,logmel,0.0,True,20,64,CE-LinearHead,0.3650485436893204,0.0,0.10353488372093024,0.0,0.0,,,
open+speedboat->uuv,10,2027,0,logmel,0.0,True,20,64,CosMetricHead,0.4097087378640777,0.0,0.471968992248062,0.0,0.0,,,
open+speedboat->uuv,10,2027,0,logmel,0.0,True,20,64,RegMahaProxy-TC,0.34368932038834954,0.0058823529411764705,0.1722015503875969,0.0,0.0,0.004651162790697674,0.41333333333333333,-1.0096466541290283
open+speedboat->uuv,10,2027,1,logmel,0.0,True,20,67,CE-Proto,0.398422090729783,0.30839002267573695,0.40085346215781004,0.028985507246376812,0.024154589371980676,,,
open+speedboat->uuv,10,2027,1,logmel,0.0,True,20,67,CE-LinearHead,0.727810650887574,0.640625,0.690450885668277,0.463768115942029,0.23671497584541062,,,
open+speedboat->uuv,10,2027,1,logmel,0.0,True,20,67,CosMetricHead,0.6923076923076923,0.6388888888888888,0.7641867954911433,0.41545893719806765,0.2608695652173913,,,
open+speedboat->uuv,10,2027,1,logmel,0.0,True,20,67,RegMahaProxy-TC,0.6765285996055227,0.6510638297872341,0.7579549114331723,0.32367149758454106,0.178743961352657,0.7391304347826086,0.36666666666666664,-1.1145347595214847
open+speedboat->uuv,10,2027,2,logmel,0.0,True,20,63,CE-Proto,0.38105263157894737,0.25757575757575757,0.3668,0.011428571428571429,0.005714285714285714,,,
open+speedboat->uuv,10,2027,2,logmel,0.0,True,20,63,CE-LinearHead,0.6210526315789474,0.5734597156398105,0.6681714285714285,0.22285714285714286,0.07428571428571429,,,
open+speedboat->uuv,10,2027,2,logmel,0.0,True,20,63,CosMetricHead,0.5326315789473685,0.497737556561086,0.5827428571428572,0.045714285714285714,0.02857142857142857,,,
open+speedboat->uuv,10,2027,2,logmel,0.0,True,20,63,RegMahaProxy-TC,0.6842105263157895,0.6621621621621622,0.7982666666666667,0.4742857142857143,0.4057142857142857,0.84,0.4066666666666667,-1.2398538589477544
open+speedboat->uuv,20,2027,0,logmel,0.0,True,29,56,CE-Proto,0.6078838174273858,0.5752808988764045,0.6694505494505494,0.1043956043956044,0.0,,,
open+speedboat->uuv,20,2027,0,logmel,0.0,True,29,56,CE-LinearHead,0.6410788381742739,0.32684824902723736,0.532985347985348,0.08791208791208792,0.0,,,
open+speedboat->uuv,20,2027,0,logmel,0.0,True,29,56,CosMetricHead,0.6493775933609959,0.32669322709163345,0.6818498168498168,0.054945054945054944,0.0,,,
open+speedboat->uuv,20,2027,0,logmel,0.0,True,29,56,RegMahaProxy-TC,0.5850622406639004,0.24812030075187969,0.4735347985347985,0.07142857142857142,0.0,0.1813186813186813,0.17,1.2560277938842785
open+speedboat->uuv,20,2027,1,logmel,0.0,True,30,58,CE-Proto,0.6583541147132169,0.5934718100890207,0.9641914191419142,0.8514851485148515,0.5544554455445545,,,
open+speedboat->uuv,20,2027,1,logmel,0.0,True,30,58,CE-LinearHead,0.7680798004987531,0.6825938566552902,0.9576237623762376,0.693069306930693,0.5841584158415841,,,
open+speedboat->uuv,20,2027,1,logmel,0.0,True,30,58,CosMetricHead,0.8802992518703242,0.7073170731707317,0.8537293729372938,0.5742574257425742,0.5742574257425742,,,
open+speedboat->uuv,20,2027,1,logmel,0.0,True,30,58,RegMahaProxy-TC,0.7955112219451371,0.7007299270072993,0.9478547854785478,0.6435643564356436,0.5544554455445545,0.9504950495049505,0.25666666666666665,0.06905488967895528
open+speedboat->uuv,20,2027,2,logmel,0.0,True,29,55,CE-Proto,0.3755186721991701,0.24937655860349128,0.3143589743589744,0.0,0.0,,,
open+speedboat->uuv,20,2027,2,logmel,0.0,True,29,55,CE-LinearHead,0.5352697095435685,0.034482758620689655,0.3123076923076923,0.0,0.0,,,
open+speedboat->uuv,20,2027,2,logmel,0.0,True,29,55,CosMetricHead,0.7406639004149378,0.5674740484429066,0.7662271062271062,0.24725274725274726,0.027472527472527472,,,
open+speedboat->uuv,20,2027,2,logmel,0.0,True,29,55,RegMahaProxy-TC,0.5103734439834025,0.27607361963190186,0.4032967032967033,0.027472527472527472,0.005494505494505495,0.24725274725274726,0.33,-1.4301053047180174
open+speedboat->uuv,5,2028,0,logmel,0.0,True,10,70,CE-Proto,0.735,0.7114337568058077,0.7667,0.14,0.006666666666666667,,,
open+speedboat->uuv,5,2028,0,logmel,0.0,True,10,70,CE-LinearHead,0.6883333333333334,0.6237424547283702,0.7516333333333334,0.17,0.023333333333333334,,,
open+speedboat->uuv,5,2028,0,logmel,0.0,True,10,70,CosMetricHead,0.7033333333333334,0.7174603174603175,0.7532777777777778,0.056666666666666664,0.006666666666666667,,,
open+speedboat->uuv,5,2028,0,logmel,0.0,True,10,70,RegMahaProxy-TC,0.7366666666666667,0.7515723270440252,0.7903555555555557,0.18666666666666668,0.01,0.7966666666666666,0.3233333333333333,-1.8831687927246097
open+speedboat->uuv,5,2028,1,logmel,0.0,True,10,71,CE-Proto,0.595,0.4796573875802998,0.7686666666666667,0.2,0.06666666666666667,,,
open+speedboat->uuv,5,2028,1,logmel,0.0,True,10,71,CE-LinearHead,0.555,0.4053452115812918,0.5996,0.15,0.10333333333333333,,,
open+speedboat->uuv,5,2028,1,logmel,0.0,True,10,71,CosMetricHead,0.505,0.38509316770186336,0.6798333333333333,0.12333333333333334,0.04666666666666667,,,
