task,k_shot,seed,repeat,feature_mode,src_tail_weight,group_disjoint,support_groups,query_groups,method,acc,f1,auc,pd_at_pfa_0.05,pd_at_pfa_0.01,pd_tc,pfa_tc,threshold_tc
open+uuv->speedboat,5,2027,1,logmel,0.0,True,10,185,CE-Proto,0.49666666666666665,0.5236593059936908,0.4895666666666667,0.04,0.013333333333333334,,,
open+uuv->speedboat,5,2027,1,logmel,0.0,True,10,185,CE-LinearHead,0.48833333333333334,0.507223113964687,0.4958111111111111,0.013333333333333334,0.0,,,
open+uuv->speedboat,5,2027,1,logmel,0.0,True,10,185,CosMetricHead,0.5083333333333333,0.5264847512038523,0.4983777777777777,0.06666666666666667,0.02666666666666667,,,
open+uuv->speedboat,5,2027,1,logmel,0.0,True,10,185,RegMahaProxy-TC,0.5233333333333333,0.5756676557863502,0.5213333333333333,0.02,0.0,0.6466666666666666,0.6,-2.576393890380859
open+uuv->speedboat,5,2027,2,logmel,0.0,True,10,186,CE-Proto,0.4533333333333333,0.4225352112676056,0.4457222222222222,0.05333333333333334,0.01,,,
open+uuv->speedboat,5,2027,2,logmel,0.0,True,10,186,CE-LinearHead,0.45166666666666666,0.45799011532125206,0.45360000000000006,0.016666666666666666,0.0033333333333333335,,,
open+uuv->speedboat,5,2027,2,logmel,0.0,True,10,186,CosMetricHead,0.44333333333333336,0.3650190114068441,0.4523555555555556,0.07333333333333333,0.016666666666666666,,,
open+uuv->speedboat,5,2027,2,logmel,0.0,True,10,186,RegMahaProxy-TC,0.5283333333333333,0.6300653594771242,0.47267777777777775,0.01,0.0033333333333333335,0.8033333333333333,0.7466666666666667,-1.0056182861328127
open+uuv->speedboat,10,2027,0,logmel,0.0,True,20,180,CE-Proto,0.49166666666666664,0.5385779122541604,0.48314444444444443,0.056666666666666664,0.016666666666666666,,,
open+uuv->speedboat,10,2027,0,logmel,0.0,True,20,180,CE-LinearHead,0.545,0.5333333333333333,0.5727888888888889,0.05,0.013333333333333334,,,
open+uuv->speedboat,10,2027,0,logmel,0.0,True,20,180,CosMetricHead,0.5666666666666667,0.616519174041298,0.6082888888888889,0.1,0.023333333333333334,,,
open+uuv->speedboat,10,2027,0,logmel,0.0,True,20,180,RegMahaProxy-TC,0.6066666666666667,0.5986394557823129,0.6481111111111111,0.12,0.03,0.5866666666666667,0.37333333333333335,-0.03220529556274415
open+uuv->speedboat,10,2027,1,logmel,0.0,True,20,185,CE-Proto,0.4716666666666667,0.36472945891783565,0.4928555555555556,0.07333333333333333,0.04,,,
open+uuv->speedboat,10,2027,1,logmel,0.0,True,20,185,CE-LinearHead,0.475,0.381139489194499,0.49982222222222217,0.006666666666666667,0.0,,,
open+uuv->speedboat,10,2027,1,logmel,0.0,True,20,185,CosMetricHead,0.4816666666666667,0.35876288659793815,0.4964666666666667,0.05333333333333334,0.01,,,
open+uuv->speedboat,10,2027,1,logmel,0.0,True,20,185,RegMahaProxy-TC,0.46,0.36220472440944884,0.5027111111111111,0.006666666666666667,0.0,0.30666666666666664,0.38666666666666666,0.9724678039550771
open+uuv->speedboat,10,2027,2,logmel,0.0,True,20,181,CE-Proto,0.545,0.5365025466893039,0.5491833333333334,0.09666666666666666,0.06333333333333334,,,
open+uuv->speedboat,10,2027,2,logmel,0.0,True,20,181,CE-LinearHead,0.5616666666666666,0.421978021978022,0.6223222222222223,0.14333333333333334,0.09333333333333334,,,
open+uuv->speedboat,10,2027,2,logmel,0.0,True,20,181,CosMetricHead,0.625,0.6456692913385826,0.6668999999999999,0.06333333333333334,0.013333333333333334,,,
open+uuv->speedboat,10,2027,2,logmel,0.0,True,20,181,RegMahaProxy-TC,0.575,0.5251396648044693,0.6386555555555555,0.08,0.03666666666666667,0.47,0.32,-0.8008593559265145
open+uuv->speedboat,20,2027,0,logmel,0.0,True,40,165,CE-Proto,0.5183333333333333,0.48300536672629696,0.4989,0.07,0.03333333333333333,,,
open+uuv->speedboat,20,2027,0,logmel,0.0,True,40,165,CE-LinearHead,0.5,0.46236559139784944,0.5367888888888889,0.02,0.01,,,
open+uuv->speedboat,20,2027,0,logmel,0.0,True,40,165,CosMetricHead,0.545,0.5502471169686985,0.5444444444444444,0.03666666666666667,0.0033333333333333335,,,
open+uuv->speedboat,20,2027,0,logmel,0.0,True,40,165,RegMahaProxy-TC,0.5366666666666666,0.3380952380952381,0.5898333333333332,0.06333333333333334,0.02,0.23666666666666666,0.16333333333333333,0.5307238578796389
open+uuv->speedboat,20,2027,1,logmel,0.0,True,40,161,CE-Proto,0.51,0.5227272727272727,0.521738888888889,0.06,0.023333333333333334,,,
open+uuv->speedboat,20,2027,1,logmel,0.0,True,40,161,CE-LinearHead,0.5666666666666667,0.570957095709571,0.5724555555555555,0.05333333333333334,0.006666666666666667,,,
open+uuv->speedboat,20,2027,1,logmel,0.0,True,40,161,CosMetricHead,0.55,0.6086956521739131,0.5642111111111111,0.08333333333333333,0.02666666666666667,,,
open+uuv->speedboat,20,2027,1,logmel,0.0,True,40,161,RegMahaProxy-TC,0.53,0.42448979591836733,0.5970888888888889,0.07666666666666666,0.013333333333333334,0.3466666666666667,0.2866666666666667,1.5086472511291504
open+uuv->speedboat,20,2027,2,logmel,0.0,True,40,167,CE-Proto,0.54,0.5740740740740741,0.5641166666666667,0.09666666666666666,0.013333333333333334,,,
open+uuv->speedboat,20,2027,2,logmel,0.0,True,40,167,CE-LinearHead,0.605,0.6748971193415638,0.5865222222222222,0.03,0.0033333333333333335,,,
open+uuv->speedboat,20,2027,2,logmel,0.0,True,40,167,CosMetricHead,0.61,0.6033898305084746,0.6060333333333334,0.06,0.02,,,
open+uuv->speedboat,20,2027,2,logmel,0.0,True,40,167,RegMahaProxy-TC,0.5483333333333333,0.40176600441501104,0.633788888888889,0.09333333333333334,0.05333333333333334,0.30333333333333334,0.20666666666666667,1.6141540050506593
open+uuv->speedboat,5,2028,0,logmel,0.0,True,10,187,CE-Proto,0.49666666666666665,0.5160256410256411,0.49083333333333334,0.04,0.013333333333333334,,,
open+uuv->speedboat,5,2028,0,logmel,0.0,True,10,187,CE-LinearHead,0.49833333333333335,0.5656565656565656,0.4735111111111111,0.023333333333333334,0.01,,,
open+uuv->speedboat,5,2028,0,logmel,0.0,True,10,187,CosMetricHead,0.5116666666666667,0.5759768451519537,0.5270555555555556,0.05,0.01,,,
open+uuv->speedboat,5,2028,0,logmel,0.0,True,10,187,RegMahaProxy-TC,0.54,0.6592592592592592,0.5343666666666665,0.02666666666666667,0.0033333333333333335,0.89,0.81,-0.3912403106689455
open+uuv->speedboat,5,2028,1,logmel,0.0,True,10,180,CE-Proto,0.5316666666666666,0.5489566613162119,0.5822555555555556,0.11666666666666667,0.02,,,
open+uuv->speedboat,5,2028,1,logmel,0.0,True,10,180,CE-LinearHead,0.645,0.6444073455759599,0.7005333333333335,0.10666666666666667,0.023333333333333334,,,
open+uuv->speedboat,5,2028,1,logmel,0.0,True,10,180,CosMetricHead,0.61,0.6332288401253918,0.6306333333333334,0.06,0.013333333333333334,,,
open+uuv->speedboat,5,2028,1,logmel,0.0,True,10,180,RegMahaProxy-TC,0.5716666666666667,0.6854345165238678,0.6994444444444445,0.10333333333333333,0.023333333333333334,0.9333333333333333,0.79,-1.8631729125976564
open+uuv->speedboat,5,2028,2,logmel,0.0,True,10,188,CE-Proto,0.525,0.5094664371772806,0.5402777777777777,0.13,0.02,,,
open+uuv->speedboat,5,2028,2,logmel,0.0,True,10,188,CE-LinearHead,0.5216666666666666,0.5348460291734197,0.5352888888888889,0.05,0.03666666666666667,,,
open+uuv->speedboat,5,2028,2,logmel,0.0,True,10,188,CosMetricHead,0.5183333333333333,0.5477308294209703,0.5349222222222223,0.03666666666666667,0.006666666666666667,,,
open+uuv->speedboat,5,2028,2,logmel,0.0,True,10,188,RegMahaProxy-TC,0.5316666666666666,0.5991440798858774,0.5158111111111112,0.05,0.02666666666666667,0.7,0.6366666666666667,-1.9210700988769533
open+uuv->speedboat,10,2028,0,logmel,0.0,True,20,177,CE-Proto,0.4816666666666667,0.5266362252663622,0.47577777777777774,0.056666666666666664,0.02666666666666667,,,
open+uuv->speedboat,10,2028,0,logmel,0.0,True,20,177,CE-LinearHead,0.5,0.5664739884393064,0.46484444444444445,0.016666666666666666,0.0033333333333333335,,,
open+uuv->speedboat,10,2028,0,logmel,0.0,True,20,177,CosMetricHead,0.49666666666666665,0.5266457680250783,0.48848888888888886,0.02666666666666667,0.016666666666666666,,,
open+uuv->speedboat,10,2028,0,logmel,0.0,True,20,177,RegMahaProxy-TC,0.4716666666666667,0.4944178628389155,0.4611777777777778,0.023333333333333334,0.0,0.5166666666666667,0.5733333333333334,0.6144532203674316
open+uuv->speedboat,10,2028,1,logmel,0.0,True,20,180,CE-Proto,0.555,0.5435897435897435,0.5610333333333333,0.06,0.0033333333333333335,,,
open+uuv->speedboat,10,2028,1,logmel,0.0,True,20,180,CE-LinearHead,0.555,0.6212765957446809,0.4990666666666667,0.016666666666666666,0.0,,,
open+uuv->speedboat,10,2028,1,logmel,0.0,True,20,180,CosMetricHead,0.49333333333333335,0.4812286689419795,0.48504444444444444,0.04,0.0,,,
open+uuv->speedboat,10,2028,1,logmel,0.0,True,20,180,RegMahaProxy-TC,0.455,0.4391080617495712,0.4563555555555555,0.01,0.006666666666666667,0.4266666666666667,0.5166666666666667,0.3490428924560546
open+uuv->speedboat,10,2028,2,logmel,0.0,True,20,181,CE-Proto,0.505,0.4724689165186501,0.4968555555555555,0.10666666666666667,0.04666666666666667,,,
open+uuv->speedboat,10,2028,2,logmel,0.0,True,20,181,CE-LinearHead,0.575,0.5728643216080402,0.5895,0.10333333333333333,0.023333333333333334,,,
open+uuv->speedboat,10,2028,2,logmel,0.0,True,20,181,CosMetricHead,0.5066666666666667,0.4896551724137931,0.5546777777777777,0.10333333333333333,0.03,,,
open+uuv->speedboat,10,2028,2,logmel,0.0,True,20,181,RegMahaProxy-TC,0.5683333333333334,0.4045977011494253,0.6381666666666667,0.03666666666666667,0.0,0.29333333333333333,0.15666666666666668,0.32983427047729375
open+uuv->speedboat,20,2028,0,logmel,0.0,True,40,166,CE-Proto,0.5016666666666667,0.46702317290552586,0.4776,0.07333333333333333,0.023333333333333334,,,
open+uuv->speedboat,20,2028,0,logmel,0.0,True,40,166,CE-LinearHead,0.53,0.4835164835164835,0.5402222222222222,0.08,0.016666666666666666,,,
open+uuv->speedboat,20,2028,0,logmel,0.0,True,40,166,CosMetricHead,0.515,0.5008576329331046,0.518588888888889,0.09666666666666666,0.0,,,
open+uuv->speedboat,20,2028,0,logmel,0.0,True,40,166,RegMahaProxy-TC,0.56,0.44537815126050423,0.5737888888888889,0.08666666666666667,0.02,0.35333333333333333,0.23333333333333334,0.8079465866088867
open+uuv->speedboat,20,2028,1,logmel,0.0,True,40,160,CE-Proto,0.53,0.4835164835164835,0.5616444444444444,0.07,0.016666666666666666,,,
open+uuv->speedboat,20,2028,1,logmel,0.0,True,40,160,CE-LinearHead,0.59,0.5758620689655173,0.6015777777777778,0.07,0.01,,,
open+uuv->speedboat,20,2028,1,logmel,0.0,True,40,160,CosMetricHead,0.48,0.44086021505376344,0.48592222222222226,0.06333333333333334,0.023333333333333334,,,
open+uuv->speedboat,20,2028,1,logmel,0.0,True,40,160,RegMahaProxy-TC,0.5633333333333334,0.41517857142857145,0.6141222222222222,0.02,0.0033333333333333335,0.31,0.18333333333333332,-0.10732975006103437
open+uuv->speedboat,20,2028,2,logmel,0.0,True,40,164,CE-Proto,0.465,0.4729064039408867,0.45766666666666667,0.056666666666666664,0.01,,,
open+uuv->speedboat,20,2028,2,logmel,0.0,True,40,164,CE-LinearHead,0.555,0.5898617511520737,0.5947888888888889,0.11666666666666667,0.05333333333333334,,,
open+uuv->speedboat,20,2028,2,logmel,0.0,True,40,164,CosMetricHead,0.48,0.44876325088339225,0.5676555555555556,0.12,0.07,,,
open+uuv->speedboat,20,2028,2,logmel,0.0,True,40,164,RegMahaProxy-TC,0.5866666666666667,0.35751295336787564,0.6778000000000001,0.21,0.043333333333333335,0.23,0.056666666666666664,1.6799141883850097
